date,ID,NDVI,OSAVI,EVI,NWVI
2011-01-31,27611.0,0.5846577310000001,0.41058320400000003,0.39499433500000003,0.017169922500000004
2011-02-28,27611.0,0.454664214,0.32048953399999996,0.297960687,0.156363146
2011-03-31,27611.0,0.430090961,0.311124364,0.30150405199999997,0.171720748
2011-04-30,27611.0,0.407838353,0.30263828800000003,0.303910236,0.17167267600000002
2011-05-31,27611.0,0.43460654,0.326425393,0.337107329,0.12137748599999999
2011-07-31,27611.0,0.515446399,0.387305322,0.40878800600000004,0.032342647999999995
2011-08-31,27611.0,0.6316437100000001,0.47294753199999995,0.5141910995,-0.1309016835
2011-09-30,27611.0,0.712208588,0.5264804665,0.5683308435000001,-0.1977205515
2011-10-31,27611.0,0.696371677,0.5181316810000001,0.553443719,-0.133389234
2011-11-30,27611.0,0.595632559,0.429427641,0.444901027,-0.058942523
2012-01-31,27611.0,0.491554785,0.34077262,0.33391818100000004,0.026574501
2012-02-29,27611.0,0.320967362,0.2114540825,0.1898235335,0.1579124405
2012-03-31,27611.0,0.36647217,0.256690299,0.256724064,0.08908100849999999
2012-05-31,27611.0,0.496127021,0.366412201,0.384413864,-0.011378032
2012-06-30,27611.0,0.5413252115,0.4089858365,0.428726485,-0.040462866
2012-07-31,27611.0,0.4389720695,0.32058497799999996,0.3070296565,0.068728127
2012-08-31,27611.0,0.42413954200000004,0.307298419,0.30079295300000003,0.099855747
2012-09-30,27611.0,0.488337423,0.356842605,0.369051244,0.048575667
2012-10-31,27611.0,0.6293007205,0.4596793525,0.49301257249999997,-0.08712051600000001
2012-11-30,27611.0,0.715653531,0.520788536,0.5574489,-0.18047162600000002
2012-12-31,27611.0,0.6430513285,0.46127818049999997,0.46865555799999997,-0.10595776200000001
2013-01-31,27611.0,0.538889006,0.37799181600000004,0.348044325,0.02231592
2013-02-28,27611.0,0.40681651500000005,0.290039225,0.2681108055,0.1375042965
2013-03-31,27611.0,0.368293838,0.268750308,0.25946123600000004,0.17274225
2013-04-30,27611.0,0.43466742,0.325466674,0.337613505,0.10915053699999999
2013-05-31,27611.0,0.5408232835,0.412019841,0.44424360099999993,0.007167825500000001
2013-06-30,27611.0,0.6320051275,0.4793929115,0.510096812,-0.08470570050000001
2013-07-31,27611.0,0.5457352833333333,0.4047011166666666,0.404663292,-0.029880215666666664
2013-08-31,27611.0,0.5132049169999999,0.3805874355,0.38867435800000005,-0.01493281625
2013-09-30,27611.0,0.685850802,0.5203493939999999,0.5660522434999999,-0.1691114855
2013-10-31,27611.0,0.8126636236666668,0.558489674,0.5924402876666667,-0.35898009033333333
2013-11-30,27611.0,0.743696593,0.5059799343333333,0.49960351333333336,-0.26830180366666667
2013-12-31,27611.0,0.6025645270000001,0.457228591,0.455485507,-0.082679735
2014-01-31,27611.0,0.5198226765,0.371273332,0.342726733,0.012398049000000001
2014-02-28,27611.0,0.459488195,0.332630311,0.310010216,0.096700319
2014-03-31,27611.0,0.483210958,0.3459076085,0.325682703,0.08765414699999999
2014-04-30,27611.0,0.566220639,0.407743306,0.399636895,0.006438126999999999
2014-05-31,27611.0,0.600420891,0.4370196745,0.435733979,-0.051557842
2014-06-30,27611.0,0.608248045,0.44402597899999996,0.442511114,-0.078130562
2014-07-31,27611.0,0.545496901,0.40138358799999996,0.40006364,-0.02730775
2014-08-31,27611.0,0.50282531775,0.36691780924999995,0.34976705599999997,0.005720031000000002
2014-09-30,27611.0,0.670167883,0.496890017,0.49687149950000004,-0.1519201165
2014-10-31,27611.0,0.7542940290000001,0.551332487,0.557232348,-0.236392745
2014-11-30,27611.0,0.727290534,0.5154163395,0.510030531,-0.2105805975
2014-12-31,27611.0,0.687746083,0.475437784,0.447707464,-0.157426335
2015-01-31,27611.0,0.65695767,0.45135308,0.41832807200000005,-0.10677767099999999
2015-02-28,27611.0,0.603246785,0.417354017,0.381522584,-0.033289284
2015-03-31,27611.0,0.52720729,0.38337415900000005,0.363345022,0.033053116
2015-04-30,27611.0,0.42176013149999997,0.31510642200000005,0.2990336255,0.101631114
2015-05-31,27611.0,0.47195354749999996,0.3550661905,0.3453303645,0.021514924499999998
2015-06-30,27611.0,0.58289097,0.4356731,0.426875703,-0.059611348
2015-07-31,27611.0,0.586526401,0.438529194,0.438341465,-0.084986645
2015-08-31,27611.0,0.53698757,0.410094946,0.42780542899999996,-0.074208761
2015-09-30,27611.0,0.45800022149999997,0.33743552000000004,0.3534560205,-0.007822760500000001
2015-11-30,27611.0,0.467022215,0.32686726,0.33319656,0.012890714
2015-12-31,27611.0,0.5196733425,0.35383605649999994,0.338377375,0.0143758135
2016-01-31,27611.0,0.49551437600000003,0.334279148,0.292787109,0.113293964
2016-02-29,27611.0,0.357196246,0.2503590825,0.2199697555,0.2207853025
2016-03-31,27611.0,0.37817319549999995,0.272496608,0.259108383,0.187352701
2016-04-30,27611.0,0.524552968,0.38744062700000004,0.393384333,-0.0026604140000000003
2016-05-31,27611.0,0.655148915,0.48751558149999996,0.5039526304999999,-0.154717578
2016-06-30,27611.0,0.703647673,0.523261365,0.53624864,-0.202228209
2016-07-31,27611.0,0.5467563255,0.406225256,0.39752909699999994,-0.048601078
2016-08-31,27611.0,0.42874435650000003,0.326852268,0.3206079345,0.1139560775
2016-09-30,27611.0,0.5764515729999999,0.404497949,0.3896737215,-0.032543212
2016-10-31,27611.0,0.671141564,0.45396735,0.440565253,-0.176513477
2016-11-30,27611.0,0.696064499,0.472829089,0.4644548225,-0.21421382249999998
2016-12-31,27611.0,0.592510888,0.395448849,0.384306287,-0.141074952
2017-01-31,27611.0,0.549876205,0.380087115,0.38985453700000006,-0.082455659
2017-02-28,27611.0,0.529797175,0.387736859,0.41219289600000003,-0.040688349
2017-03-31,27611.0,0.540910075,0.380644062,0.384291823,-0.026124754
2017-05-31,27611.0,0.494165805,0.359443416,0.37224410700000005,-0.0013980470000000001
2017-06-30,27611.0,0.519634362,0.378100502,0.378870551,-0.006696087
